,num_people,generic_name,event_type,event_location,manufacturer
4746,1,IMPLANTABLE PACEMAKER PULSE GENERATOR,Injury,HOSPITAL,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION
4747,1,IMPLANTABLE LOOP RECORDER,Malfunction,HOSPITAL,"MEDTRONIC MED REL, INC."
4748,1,"STIMULATOR, ELECTRICAL, IMPLANTABLE, FOR INCONTINENCE",Injury,,MEDTRONIC MED REL MEDTRONIC PUERTO RICO
4749,1,HEMODIALYSIS CATHETER,Injury,,MEDCOMP
4750,1,GLUCOSE MONITORING SYS/KIT,Malfunction,OTHER,"LIFESCAN, INC."
4752,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC MINIMED
4753,1,DEFIBRILLATOR,Malfunction,,ZOLL MEDICAL CORPORATION
4754,1,SUTURE MEDIATED CLOSURE,Injury,,AV-TEMECULA-CT
4755,1,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT",Malfunction,,MEDTRONIC IRELAND
4756,1,"PUMP, INFUSION",Malfunction,,BAXTER HEALTHCARE - SINGAPORE
4757,1,"PUMP, INFUSION",Malfunction,I,BAXTER HEALTHCARE - SINGAPORE
4760,1,"LAPAROSCOPE, GENERAL AND PLASTIC SURGERY",Malfunction,,"ETHICON ENDO-SURGERY, LLC."
4762,1,GLUCOSE MONITORING SYS/KIT,Malfunction,NOT APPLICABLE,"LIFESCAN, INC."
4763,1,AC POWERED ADJUSTABLE HOSPITAL BED,Malfunction,,HILL-ROM INC
4764,1,IMPLANTABLE LEAD,Malfunction,,CPI - DEL CARIBE
4765,1,"ENDOSCOPIC GUIDEWIRE, GASTROENTEROLOGY-UROLOGY",Malfunction,HOSPITAL,WILSON-COOK MEDICAL INC.
4766,1,NRY,Injury,I,"PENUMBRA, INC."
4768,1,AED,Malfunction,,PHILIPS MEDICAL SYSTEMS
4769,1,MDS,Malfunction,I,"DEXCOM, INC."
4770,1,"PULSE-GENERATOR, PACEMAKER, EXTERNAL",Malfunction,I,PLEXUS MANUFACTURING SDN. BHD
4771,1,"SET, ADMINISTRATION, INTRAVASCULAR",Malfunction,,BAXTER HEALTHCARE - AIBONITO
4772,1,IN-VITRO DIAGNOSTIC,Malfunction,,ORTHO-CLINICAL DIAGNOSTICS
4775,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,I,BAXTER HEALTHCARE - MOUNTAIN HOME
4777,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,NO INFORMATION,MEDTRONIC PUERTO RICO OPERATIONS CO.
4778,1,MOTOR,Malfunction,,"THE ANSPACH EFFORT, INC."
4779,1,ENDOSCOPIC MULTIPLE CLIP APPLIER,Malfunction,NOT APPLICABLE,"ETHICON ENDO SURGERY, INC.(CINCINNATI)"
4780,1,SKULL CLAMPS AND HEADREST SYSTEMS,Malfunction,,"INTEGRA, CINCINNATI"
4782,1,IMPLANTABLE PULSE GENERATOR,Injury,HOSPITAL,MEDTRONIC S.A.
4784,1,PERMANENT PACEMAKER ELECTRODE,Injury,I,"ST. JUDE MEDICAL, INC. (CRM-KISTA)"
4785,1,BLOOD GLUCOSE MONITORING TEST STRIPS,Malfunction,U,ROCHE DIAGNOSTICS
4786,1,TOTAL HIP PROSTHESIS,Injury,,"DEPUY ORTHOPAEDICS, INC."
4788,1,PACER LEAD,Malfunction,I,BIOTRONIK SE & CO. KG
4789,1,INFUSION TUBING,Malfunction,HOSPITAL,B. BRAUN
4790,1,"KNS, UNIT, ELECTROSURGICAL, ENDOSCOPIC (WITH OR WITHOUT ACCESSORIES)",Malfunction,HOSPITAL,WILSON-COOK MEDICAL INC.
4791,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
4792,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER HEALTHCARE - LARGO
4793,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
4794,1,CLOSURE DEVICE,Malfunction,HOSPITAL,VASCULAR SOLUTIONS
4796,1,VIDEO LARYNGOSCOPE BLADE,Malfunction,,VERATHON MEDICAL (CANADA) ULC.
4797,1,"CATHETERS, TRANSLUMINAL CORONARY ANGIOPLASTY, PERCUTANEOUS",Malfunction,,BOSTON SCIENTIFIC - MAPLE GROVE
4799,1,AC-POWERED ADJUSTABLE HOSPITAL BED,Malfunction,,"HILL-ROM, INC."
4800,1,KFM: CENTRIMAG PRIMARY CONSOLE,Malfunction,HOSPITAL,THORATEC SWITZERLAND GMBH
4804,1,GLUCOSE MONITORING SYS/KIT,Malfunction,NOT APPLICABLE,"LIFESCAN, INC."
4806,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
4807,1,IN-VITRO DIAGNOSTIC,Malfunction,,ORTHO-CLINICAL DIAGNOSTICS
4809,1,FLUOROSCOPIC X-RAY,Malfunction,,GE OEC MEDICAL SYSTEMS
4810,1,"4 X 4, 2 PACK TOPICAL",Malfunction,I,COVIDIEN
4812,1,,Malfunction,,PHILIPS MEDICAL SYSTEMS
4813,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE CORP
4814,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE PTE. LTD
4815,1,IMPLANTABLE PULSE GENERATOR,Injury,,GUIDANT CRM CLONMEL IRELAND
4816,1,INFUSION PUMP,Malfunction,,"HOSPIRA, INC."
4818,1,INTRA-AORTIC BALLOON PUMP,Malfunction,,"ARROW INTERNATIONAL, INC."
4819,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC PUERTO RICO OPERATIONS CO.
4820,1,EIA FOR DETECTION OF AB TO HIV I AND II,Other,,ABBOTT LABORATORIES
4823,1,IMPLANTABLE PULSE GENERATOR,Injury,HOSPITAL,"MEDTRONIC MED REL, INC."
4824,1,LANCET DEVICE - FMK,Malfunction,UNKNOWN,ROCHE DIAGNOSTICS
4827,1,DISPOSABLE STAPLER,Malfunction,HOSPITAL,UNITED STATES SURGICAL CORPORATION
4828,1,INTRAOCULAR LENS,Malfunction,I,BAUSCH & LOMB INCORPORATED
4830,1,CORONARY DILATATION CATHETER,Injury,,AV-TEMECULA-CT
4835,1,,Injury,HOSPITAL,MAQUET CARDIOPULMONARY AG
4836,1,AUTOMATED CHEMISTRY ANALYZER,Malfunction,,"ABBOTT MANUFACTURING, INC."
4837,1,,Malfunction,,PHILIPS HEALTHCARE
4838,1,"SET, ADMINISTRATION, INTRAVASCULAR",Malfunction,,BAXTER HEALTHCARE - AIBONITO
4839,1,LEFT BREAST OUTER GEL VOL: 150CC,Injury,HOSPITAL,MENTOR CORP.
4841,1,OZO,Malfunction,I,MEDTRONIC PUERTO RICO OPERATIONS CO.
4842,1,LANCET DEVICE - FMK,Malfunction,UNKNOWN,ROCHE DIAGNOSTICS
4843,1,DISPOSABLE SURGICAL STAPLING DEVICE,Injury,,USSC PUERTO RICO
4844,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER HEALTHCARE - LARGO
4848,1,"PUMP, INFUSION",Malfunction,,BAXTER HEALTHCARE - SINGAPORE
4850,1,"WHEELCHAIR, MECHANICAL",Malfunction,,INVAMEX
4851,1,"CATHETERS, TRANSLUMINAL CORONARY ANGIOPLASTY, PERCUTANEOUS",Malfunction,,BOSTON SCIENTIFIC - MAPLE GROVE
4852,1,CARDIAC MARKER TEST,Malfunction,I,"ALERE SAN DIEGO, INC."
4853,1,"MOTOR, DRILL, PNEUMATIC",Malfunction,,MDT POWERED SURGICAL SOLUTIONS
4854,1,COCHLEAR IMPLATN,Malfunction,,"ADVANCED BIONICS, LLC"
4855,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE CORP
4856,1,IMPLANTABLE LEAD,Malfunction,I,CPI - DEL CARIBE
4857,1,"WHEELCHAIR, MECHANICAL",Malfunction,I,INVAMEX
4858,1,DEFIBRILLATOR,Malfunction,,ZOLL MEDICAL CORP
4859,1,868.5440,Malfunction,,INVACARE FLORIDA OPERATIONS
4861,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,,MEDTRONIC PUERTO RICO OPERATIONS CO.
4863,1,GAS MODULE,Malfunction,,"MINDRAY DS USA, INC."
4864,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,LIFESCAN INC.
4866,1,TOTALLY IMPLANTABLE PULSE GENERATOR,Injury,HOSPITAL,ST. JUDE MEDICAL - NEUROMODULATION
4867,1,LIFEVEST,Malfunction,,ZOLL
4868,1,SAMPLE PIPETTER,Malfunction,INVALID DATA,HAMILTON BONADUZ AG
4869,1,LANCET DEVICE - FMK,Malfunction,OTHER,ROCHE DIAGNOSTICS
4871,1,ORTHOPEDIC MANUAL SURGICAL INSTRUMENT,Malfunction,I,STRYKER GMBH (MDR)
4872,1,CLINICAL CHEMISTRY SYSTEM,Malfunction,,SIEMENS HEALTHCARE DIAGNOSTICS
4873,1,IMPLANTABLE TACHY LEAD,Malfunction,HOSPITAL,"MEDTRONIC PUERTO RICO, INC."
4874,1,"STIMULATOR, ELECTRICAL, IMPLANTED, FOR PARKINSONIAN TREMOR",Injury,I,MEDTRONIC NEUROMODULATION
4875,1,"LEAD, ICD",Malfunction,,MEDTRONIC INC.
4877,1,"VENTILATOR, CONTINUOUS (FACILITY/HOME), NOU, CBK",Malfunction,,RESMED LTD.
4878,1,GLUCOSE MONITORING SYS/KIT,Malfunction,NOT APPLICABLE,"LIFESCAN, INC."
4879,1,"PUMP, INFUSION",Malfunction,,SHARP CORPORATION OSAKA JAPAN
4880,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE CORPORATION
4882,1,MULTIFUNCTION HANDLE,Malfunction,,STRYKER ENDOSCOPY SAN JOSE
4883,1,INTRA-AORTIC BALLOON PUMP,Malfunction,,"ARROW INTERNATIONAL, INC."
4887,1,FOLEY CATHETER,Malfunction,,TELEFLEX MEDICAL
4888,1,PERMANENT PACEMAKER ELECTRODE,Injury,HOSPITAL,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION
4889,1,SPINAL CORD STIMULATION LEAD,Injury,AMBULATORY SURGICAL FACILITY,ST. JUDE MEDICAL - NEUROMODULATION
4890,1,VASOVIEW ENDOSCOPIC VEIN HARVESTING DEVICE,Injury,,MAQUET CARDIOVASCULAR LLC
4891,1,IMPLANTABLE PULSE GENERATOR,Injury,HOSPITAL,"MEDTRONIC MED REL, INC."
4892,1,"PUMP, INFUSION, ELASTOMERIC",Malfunction,I,BAXTER HEALTHCARE - IRVINE
4893,1,LANCET DEVICE,Malfunction,,ROCHE DIAGNOSTICS
4894,1,INTRAOCULAR LENS,Malfunction,,STAAR SURGICAL CO.
4895,1,IMPLANTABLE TACHY LEAD,Injury,HOSPITAL,"MEDTRONIC PUERTO RICO, INC."
4896,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE PTE. LTD.
4897,1,INSULIN INFUSION PUMP,Malfunction,,ANIMAS CORPORATION
4898,1,A.V. SAFETY FISTULA NEEDLE,Malfunction,,NIPRO CORPORATION
4899,1,LINEAR CUTTERS - CONVENTIONAL,Malfunction,NOT APPLICABLE,"ETHICON ENDO-SURGERY, INC."
4900,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
4901,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE CORPORATION
4902,1,,Malfunction,OTHER,MAQUET CARDIOVASCULAR
4905,1,INSTRUMENT,Malfunction,,STRYKER OSTEOSYNTHESIS FREIBURG
4906,1,IMPLANTABLE PACEMAKER/CARDIO/DEFIB,Injury,HOSPITAL,"MEDTRONIC MED REL, INC."
4907,1,,Malfunction,,PHILIPS MEDICAL SYSTEMS
4908,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,I,BAXTER HEALTHCARE - MOUNTAIN HOME
4909,1,IMPLANTABLE ATRIAL GENERATOR,Injury,HOSPITAL,"CARDIAC PACEMAKERS, INC"
4910,1,D900 DEFIBRILLATOR,Injury,HOSPITAL,ZOLL MEDICAL
4911,1,AED,Malfunction,I,PHILIPS MEDICAL SYSTEMS
4912,1,BLOOD GLUCOSE MONITORING SYSTEM,Malfunction,,"ABBOTT DIABETES CARE INC, USA"
4913,1,"BATTERY, REPLACEMENT, RECHARGEABLE",Malfunction,,DEPUY SYNTHES POWER TOOLS
4914,1,SUTURE MEDIATED CLOSURE,Injury,,AV-TEMECULA-CT
4915,1,,Malfunction,OTHER,"MEDTRONIC PUERTO RICO OPERATIONS CO., JUNCOS"
4916,1,IMPLANTABLE PACING LEAD,Injury,HOSPITAL,"MEDTRONIC PUERTO RICO, INC."
4918,1,,Malfunction,OTHER,MEDTRONIC PUERTO RICO OPERATIONS CO.
4919,1,"PUMP, INFUSION",Malfunction,,BAXTER HEALTHCARE - SINGAPORE
4920,1,"PUMP, INFUSION",Malfunction,,BAXTER HEALTHCARE - SINGAPORE
4921,1,SUTURE MEDIATED CLOSURE,Injury,,AV-REDWOOD CITY
4922,1,CATHETER,Malfunction,,I-FLOW CORP.
4923,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER HEALTHCARE CORPORATION
4927,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE CORP.
4928,1,,Injury,OTHER,ABBOTT VASCULAR-VASCULAR SOLUTIONS
4929,1,PTA CATHETERS,Malfunction,HOSPITAL,"CORDIS EUROPA, N.V. (RODEN)"
4930,1,"INSTRUMENT, SURGICAL, ORTHOPEDIC, AC-POWERED, MOTOR/ACCESS AND ATTACHMENT",Malfunction,I,SYNTHES OBERDORF
4931,1,868.5440,Malfunction,,INVACARE FLORIDA OPERATIONS
4932,1,"STENT, CORONARY, DRUG-ELUTING",Injury,,BOSTON SCIENTIFIC - GALWAY
4933,1,ANTI-HCV,Malfunction,I,ABBOTT LABORATORIES
4934,1,"SYSTEM, IMAGING, PULSED ECHO, ULTRASONIC",Malfunction,,BOSTON SCIENTIFIC - FREMONT (CE)
4935,1,PHACOFRAGMENTATION SYSTEM,Malfunction,,ALCON - IRVINE TECH. CTR.
4937,1,IMPLANTABLE TACHY LEAD,Injury,HOSPITAL,"MEDTRONIC PUERTO RICO, INC."
4938,1,IMPLANTABLE LEAD,Injury,,CPI PLANT - ST. PAUL
4939,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE CORP
4940,1,,Malfunction,,BAYER HEALTHCARE LLC
4943,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE CORP
4944,1,AUTOMATED IMMUNOASSAY ANALYZER,Malfunction,,"ABBOTT MANUFACTURING, INC."
4946,1,FLOPPY ROTAWIRE,Injury,HOSPITAL,"HEART TECHNOLOGY, INC"
4949,1,"PULSE GENERATOR, PERMANENT, IMPLANTABLE",Injury,,MEDTRONIC MED REL MEDTRONIC PUERTO RICO
4950,1,880.5510,Malfunction,,INVACARE SUZHOU
4951,1,CORONARY DRUG-ELUTING STENT,Malfunction,I,BOSTON SCIENTIFIC - GALWAY
4952,1,FEMORAL ATERIAL CANNULA,Malfunction,HOSPITAL,EDWARDS LIFESCIENCES
4955,1,BLOOD GLUCOSE MONITORING KIT/SYSTEM,Malfunction,NOT APPLICABLE,"LIFESCAN, INC."
4956,1,MDS,Malfunction,,"DEXCOM, INC."
4957,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
4958,1,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,Malfunction,HOSPITAL,"CARDIAC PACEMAKERS, INC"
4959,1,FLUOROSCOPIC XRAY,Malfunction,,GE OEC MEDICAL SYSTEMS GMBH
4961,1,"KNIFE, OPHTHALMIC",Malfunction,I,"ALCON RESEARCH, LTD. - ALCON PRECISION DEVICE"
4962,1,HUMIDIFIER,No answer provided,I,"SUNBEAM PRODUCTS, INC., DBA JARDEN CONSUMER SOLUTI"
4963,1,"HRS PLATE, FIXATION, BONE",Malfunction,,MEDTRONIC NEUROSURGERY
4967,1,"SYSTEM, PERITONEAL, AUTOMATIC DELIVERY",Malfunction,,BAXTER HEALTHCARE CORPORATION
4968,1,OPHTHALMIC SURGERY DEVICE,Malfunction,,ALCON-IRVINE TECHNOLOGY CENTER
4969,1,"STIMULATOR, SPINAL-CORD, IMPLANTED (PAIN RELIEF)",Malfunction,,NEURO - VILLALBA
4970,1,MECHANICAL (MANUAL) WHEELCHAIR,No answer provided,,"DANYANG JUMAO HEALTHCARE EQUIPMENT CO.,LTD."
4972,1,"PUMP, INFUSION",Malfunction,,BAXTER HEALTHCARE - SINGAPORE
4973,1,A/C HOSPITAL BED,Malfunction,,STRYKER MEDICAL
4976,1,INFUSION PUMP,Malfunction,,BAXTER HEALTHCARE CORP
4977,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,I,MEDTRONIC PUERTO RICO OPERATIONS CO.
4978,1,IMPLANTABLE TACHY LEAD,Injury,HOSPITAL,"MEDTRONIC PUERTO RICO, INC."
4979,1,CARDIAC CHEST COMPRESSOR,Malfunction,,ZOLL CIRCULATION
4981,1,"PUMP, INFUSION",Malfunction,,BAXTER HEALTHCARE - IRVINE
4982,1,"PULSE-GENERATOR, DUAL CHAMBER, IMPLANTABLE",Malfunction,,"MEDTRONIC MILACA, INC."
4983,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,I,MEDTRONIC PUERTO RICO OPERATIONS CO.
4985,1,PTA BALLOON DIL CATHETER,Malfunction,HOSPITAL,MEDI-TECH A BOSTON SCIENTIFIC CORP.
4986,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
4987,1,MDS,Malfunction,,"DEXCOM, INC."
4988,1,GLUCOSE MONITORING SYS/KIT,Malfunction,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
4989,1,BLOOD GLUCOSE MONITORING DEVICE - NBW,Malfunction,OTHER,ROCHE DIAGNOSTICS
4991,1,IMPLANTABLE CHF PULSE GENERATOR,Injury,OTHER,GUIDANT CRM CLONMEL IRELAND
4992,1,MDS,Malfunction,I,"DEXCOM, INC."
4993,1,INSULIN INFUSION PUMP / SENSOR AUGMENTED,Malfunction,I,MEDTRONIC PUERTO RICO OPERATIONS CO.
4994,1,INTRAOCULAR LENS FOLDERS AND INJECTORS,Malfunction,,STAAR JAPAN INC.
4995,1,"GUIDE, SURGICAL, INSTRUMENT",Injury,,SYNTHES (USA)
4996,1,"DPT - PROBE, BLOOD-FLOW, EXTRAVASCULAR",Malfunction,HOSPITAL,"SMITHS MEDICAL, INC."
4997,1,IMPLANTABLE CHF GENERATOR,Malfunction,OTHER,GUIDANT CRM CLONMEL IRELAND
2,,,,,MDT PUERTO RICO OPERATIONS CO
7,,,,,MEDTRONIC
8,,,,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
10,,,,,SMITH & NEPHEW
11,,,,,BAXTER HEALTHCARE
14,,,,,BAXTER HEALTHCARE
15,,,,,PHARMALOGIC
18,,,,,OLYMPUS MEDICAL SYSTEM CORPORATION
20,,,,,STRYKER
21,,,,,GE OEC MEDICAL SYSTEMS
22,,,,,BOSTON SCIENTIFIC
28,,,,,ETHICON
29,,,,,COVIDIEN
30,,,,,BAXTER HEALTHCARE
33,,,,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
36,,,,,MPRI
37,,,,,DEPUY MITEK
39,,,,,DEXCOM INC
45,,,,,MDT PUERTO RICO OPERATIONS CO
52,,,,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
54,,,,,ST JUDE MEDICAL - NEUROMODULATION
55,,,,,CPI - DEL CARIBE
60,,,,,STRYKER
70,,,,,MEDTRONIC
71,,,,,BAXTER HEALTHCARE
75,,,,,MENTOR CORP.
79,,,,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
80,,,,,GE OEC MEDICAL SYSTEMS
82,,,,,COVIDIEN
87,,,,,ST JUDE MEDICAL - NEUROMODULATION
91,,,,,MEDTRONIC
93,,,,,MEDTRONIC
99,,,,,AV-TEMECULA-CT
103,,,,,BAXTER HEALTHCARE
105,,,,,ZIMMER SURGICAL S.A.
112,,,,,AMERICAN MEDICAL SYSTEMS
113,,,,,MDT PUERTO RICO OPERATIONS CO
115,,,,,BAXTER HEALTHCARE
118,,,,,BIOTRONIK SE & CO KG
119,,,,,SORIN GROUP DEUTSCHLAND
129,,,,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
134,,,,,DEXCOM INC
140,,,,,DEXCOM INC
145,,,,,EDWARDS LIFESCIENCES
152,,,,,TERUMO CARDIOVASCULAR SYSTEM CORP.
154,,,,,BAXTER HEALTHCARE
156,,,,,STRYKER
158,,,,,ETHICON
166,,,,,BLACKSTONE MEDICAL
168,,,,,ANIMAS CORPORATION
172,,,,,BAXTER HEALTHCARE
176,,,,,BARD ACCESS SYSTEMS
178,,,,,BECKMAN COULTER
181,,,,,ST. JUDE MEDICAL INC. CRMD
183,,,,,ROCHE DIAGNOSTICS
185,,,,,MEDTRONIC
188,,,,,STRYKER
190,,,,,BAXTER HEALTHCARE
191,,,,,"CORDIS NEUROVASCULAR, INC."
192,,,,,SIEMENS-ELEMA AB LIFE SUPPORT SYSTEMS DIV
193,,,,,COVIDIEN
195,,,,,INVACARE FLORIDA OPERATIONS
198,,,,,HILL-ROM DE MEXICO S DE RL DE CV
202,,,,,INVACARE FLORIDA OPERATIONS
204,,,,,INVAMEX
205,,,,,BOSTON SCIENTIFIC
210,,,,,MPRI
211,,,,,STRYKER
216,,,,,BAXTER HEALTHCARE
227,,,,,SUNRISE MEDICAL MPD
229,,,,,MEDTRONIC
230,,,,,STRYKER
232,,,,,ST JUDE MEDICAL - NEUROMODULATION
233,,,,,ANIMAS CORPORATION
240,,,,,ANIMAS CORPORATION
243,,,,,TERUMO CORP. ASHITAKA FACTORY
259,,,,,ADVANCED BIONICS CORP
260,,,,,BAXTER HEALTHCARE
274,,,,,ST. JUDE MEDICAL INC. CRMD
280,,,,,ZOLL
283,,,,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
284,,,,,HEARTSINE TECHNOLOGIES LTD
285,,,,,ETHICON
286,,,,,BAXTER HEALTHCARE
297,,,,,MDT PUERTO RICO OPERATIONS CO
299,,,,,BAXTER HEALTHCARE
300,,,,,INVACARE FLORIDA OPERATIONS
304,,,,,COSTA RICA
307,,,,,MDT PUERTO RICO OPERATIONS CO
312,,,,,DEPUY ORTHOPAEDICS INC
313,,,,,MDT PUERTO RICO OPERATIONS CO
317,,,,,ROCHE DIAGNOSTICS
322,,,,,ETHICON
325,,,,,BAXTER HEALTHCARE
328,,,,,ETHICON
329,,,,,STORZ INSTRUMENT CO.
332,,,,,BAXTER HEALTHCARE
333,,,,,MDT PUERTO RICO OPERATIONS CO
335,,,,,COVIDIEN
340,,,,,MEDTRONIC
341,,,,,APPLIED MEDICAL
344,,,,,ANIMAS CORPORATION
349,,,,,STRYKER
351,,,,,"MEDELA, INC"
357,,,,,RAYNER INTRAOCULAR LENSES LTD.
358,,,,,ST JUDE MEDICAL - NEUROMODULATION
359,,,,,ANIMAS CORPORATION
362,,,,,ROCHE DIAGNOSTICS
363,,,,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
365,,,,,GUIDANT
367,,,,,"PRECISION MEDICAL, INC."
369,,,,,STRYKER
371,,,,,GE HEALTHCARE
375,,,,,MDT PUERTO RICO OPERATIONS CO
380,,,,,BECKMAN COULTER
382,,,,,MEDTRONIC
384,,,,,BAXTER HEALTHCARE
385,,,,,BAXTER HEALTHCARE
389,,,,,SMITHS MEDICAL
393,,,,,COVIDIEN
396,,,,,MEDTRONIC
397,,,,,ADAC LABORATORIES
398,,,,,DEXCOM INC
400,,,,,MEDTRONIC
401,,,,,BOSTON SCIENTIFIC
404,,,,,COOK ENDOSCOPY
406,,,,,PHILIPS MEDICAL SYSTEMS
407,,,,,BAXTER HEALTHCARE
409,,,,,BAXTER HEALTHCARE
411,,,,,BAXTER HEALTHCARE
412,,,,,BOSTON SCIENTIFIC
414,,,,,MDT PUERTO RICO OPERATIONS CO
418,,,,,"AMS, INNOVATION CENTER - SILICON VALLEY"
419,,,,,"BARD PERIPHERAL VASCULAR SYSTEM, INC."
422,,,,,ZOLL
424,,,,,CYBERONICS
425,,,,,BAXTER HEALTHCARE
426,,,,,"ASAHI KASEI KURARY MEDICAL CO, ASAHI KASEI MEDICAL AMERICA INC."
432,,,,,MANSFIELD MANUFACTURING SITE
433,,,,,FRESENIUS
435,,,,,BECKMAN COULTER
442,,,,,MEDTRONIC
443,,,,,ZOLL
445,,,,,INVACARE FLORIDA OPERATIONS
454,,,,,"SEASPINE, INC."
458,,,,,HOWMEDICA INC.
463,,,,,MEDTRONIC
467,,,,,BAXTER HEALTHCARE
469,,,,,BAYER HEALTHCARE LLC
472,,,,,BAXTER HEALTHCARE
478,,,,,"ABBOTT MANUFACTURING, INC."
485,,,,,C. R. BARD INC. (BASD)
489,,,,,BAXTER HEALTHCARE
491,,,,,STRYKER
492,,,,,LIFESCAN INC.
495,,,,,ANIMAS CORP.
498,,,,,MEDTRONIC
500,,,,,STRYKER
501,,,,,COVIDIEN
508,,,,,AV-TEMECULA-CT
509,,,,,MDT PUERTO RICO OPERATIONS CO
512,,,,,ZOLL
513,,,,,UNKNOWN
516,,,,,BOSTON SCIENTIFIC
517,,,,,BIOMET ORTHOPEDICS
518,,,,,COVIDIEN
520,,,,,INVACARE FLORIDA OPERATIONS
525,,,,,HILL-ROM INC
526,,,,,"CORDIS EUROPA, N.V."
529,,,,,TORNIER INC.
531,,,,,ST. JUDE MEDICAL INC. CRMD
534,,,,,BAXTER HEALTHCARE
537,,,,,ZOLL
540,,,,,ETHICON
543,,,,,BAYER HEALTHCARE LLC
544,,,,,SMITHS MEDICAL
546,,,,,BAXTER HEALTHCARE
547,,,,,MAQUET CARDIOVASCULAR
554,,,,,ABBOTT LABORATORIES
556,,,,,INVACARE FLORIDA OPERATIONS
557,,,,,SMITHS MEDICAL
559,,,,,ANIMAS CORPORATION
560,,,,,MEDTRONIC
564,,,,,ROCHE INSTRUMENT CENTER AG
566,,,,,"NELLCOR PURITAN BENNETT, INC."
571,,,,,CARDIAC PACEMAKERS
574,,,,,ALCON - HOUSTON
577,,,,,MDT PUERTO RICO OPERATIONS CO
587,,,,,CPI - DEL CARIBE
588,,,,,MEDTRONIC
593,,,,,MPRI
596,,,,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
597,,,,,CPI - DEL CARIBE
599,,,,,MEDTRONIC
601,,,,,MEDTRONIC
604,,,,,MEDTRONIC
610,,,,,MEDTRONIC
612,,,,,ANIMAS CORPORATION
620,,,,,ANIMAS CORPORATION
621,,,,,ETHICON
634,,,,,MEDTRONIC
636,,,,,INVACARE REHABILITATION EQUIP
638,,,,,"CARDIVA MEDICAL, INC."
640,,,,,"LIFESCAN EUROPE, A DIVISION OF CILAG GMBH INTL"
642,,,,,ETHICON
643,,,,,AMERICAN MEDICAL SYSTEMS
650,,,,,MDT PUERTO RICO OPERATIONS CO
651,,,,,ROCHE DIAGNOSTICS
652,,,,,GE OEC MEDICAL SYSTEMS
653,,,,,MOOG MEDICAL DEVICES GROUP
655,,,,,DENTSPLY MAILLEFER
657,,,,,TELEFLEX MEDICAL
660,,,,,AV-TEMECULA-CT
667,,,,,HILL-ROM INC
671,,,,,MEDI-TECH
